,path,label_int
341,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000017_224resized.png,4
342,../Dataset/Data\lion-resize-224\lion-resize-224\00000075_224resized.png,3
343,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000171_224resized.png,2
344,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000094_224resized.png,4
345,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000182_224resized.png,4
346,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000369_224resized.png,0
347,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000336_224resized.png,2
348,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000010_224resized.png,2
349,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000231_224resized.png,5
350,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000032_224resized.png,2
351,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000039_224resized.png,0
352,../Dataset/Data\fox-resize-224\fox-resize-224\00000398_224resized.png,1
353,../Dataset/Data\fox-resize-224\fox-resize-224\00000166_224resized.png,1
354,../Dataset/Data\fox-resize-224\fox-resize-224\00000157_224resized.png,1
355,../Dataset/Data\lion-resize-224\lion-resize-224\00000060_224resized.png,3
356,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000062_224resized.png,2
357,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000065_224resized.png,4
358,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000176_224resized.png,5
359,../Dataset/Data\fox-resize-224\fox-resize-224\00000225_224resized.png,1
360,../Dataset/Data\lion-resize-224\lion-resize-224\00000419_224resized.png,3
361,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000064_224resized.png,5
362,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000142_224resized.png,5
363,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000057_224resized.png,2
364,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000320_224resized.png,2
365,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000306_224resized.png,2
366,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000406_224resized.png,0
367,../Dataset/Data\lion-resize-224\lion-resize-224\00000462_224resized.png,3
368,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000204_224resized.png,5
369,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000244_224resized.png,0
370,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000265_224resized.png,2
371,../Dataset/Data\fox-resize-224\fox-resize-224\00000276_224resized.png,1
372,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000100_224resized.png,2
373,../Dataset/Data\fox-resize-224\fox-resize-224\00000036_224resized.png,1
374,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000043_224resized.png,0
375,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000024_224resized.png,4
376,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000203_224resized.png,0
377,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000101_224resized.png,2
378,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000469_224resized.png,2
379,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000100_224resized.png,4
380,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000583_224resized.png,2
381,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000013_224resized.png,2
382,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000503_224resized.png,4
383,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000339_224resized.png,2
384,../Dataset/Data\fox-resize-224\fox-resize-224\00000250_224resized.png,1
385,../Dataset/Data\lion-resize-224\lion-resize-224\00000178_224resized.png,3
386,../Dataset/Data\fox-resize-224\fox-resize-224\00000068_224resized.png,1
387,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000159_224resized.png,5
388,../Dataset/Data\lion-resize-224\lion-resize-224\00000148_224resized.png,3
389,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000201_224resized.png,4
390,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000096_224resized.png,2
391,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000497_224resized.png,5
392,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000131_224resized.png,4
393,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000273_224resized.png,5
394,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000189_224resized.png,2
395,../Dataset/Data\lion-resize-224\lion-resize-224\00000013_224resized.png,3
396,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000016_224resized.png,2
397,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000341_224resized.png,2
398,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000125_224resized.png,2
399,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000027_224resized.png,5
400,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000547_224resized.png,5
401,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000134_224resized.png,2
402,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000242_224resized.png,4
403,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000248_224resized.png,0
404,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000285_224resized.png,0
405,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000057_224resized.png,0
406,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000191_224resized.png,0
407,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000387_224resized.png,4
408,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000058_224resized.png,0
409,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000096_224resized.png,0
410,../Dataset/Data\fox-resize-224\fox-resize-224\00000171_224resized.png,1
411,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000264_224resized.png,2
412,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000433_224resized.png,0
413,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000403_224resized.png,2
414,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000414_224resized.png,4
415,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000265_224resized.png,5
416,../Dataset/Data\fox-resize-224\fox-resize-224\00000055_224resized.png,1
417,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000012_224resized.png,2
418,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000134_224resized.png,0
419,../Dataset/Data\fox-resize-224\fox-resize-224\00000041_224resized.png,1
420,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000139_224resized.png,0
421,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000202_224resized.png,2
422,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000417_224resized.png,0
423,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000170_224resized.png,4
424,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000274_224resized.png,5
425,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000340_224resized.png,2
426,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000122_224resized.png,2
427,../Dataset/Data\fox-resize-224\fox-resize-224\00000402_224resized.png,1
428,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000140_224resized.png,2
429,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000382_224resized.png,0
430,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000245_224resized.png,0
431,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000361_224resized.png,4
432,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000317_224resized.png,0
433,../Dataset/Data\lion-resize-224\lion-resize-224\00000094_224resized.png,3
434,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000353_224resized.png,0
435,../Dataset/Data\fox-resize-224\fox-resize-224\00000379_224resized.png,1
436,../Dataset/Data\lion-resize-224\lion-resize-224\00000540_224resized.png,3
437,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000547_224resized.png,0
438,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000236_224resized.png,0
439,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000434_224resized.png,2
440,../Dataset/Data\lion-resize-224\lion-resize-224\00000133_224resized.png,3
441,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000159_224resized.png,4
442,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000104_224resized.png,4
443,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000025_224resized.png,4
444,../Dataset/Data\lion-resize-224\lion-resize-224\00000196_224resized.png,3
445,../Dataset/Data\fox-resize-224\fox-resize-224\00000440_224resized.png,1
446,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000313_224resized.png,4
447,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000148_224resized.png,5
448,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000515_224resized.png,4
449,../Dataset/Data\lion-resize-224\lion-resize-224\00000391_224resized.png,3
450,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000007_224resized.png,5
451,../Dataset/Data\lion-resize-224\lion-resize-224\00000560_224resized.png,3
452,../Dataset/Data\lion-resize-224\lion-resize-224\00000170_224resized.png,3
453,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000579_224resized.png,2
454,../Dataset/Data\lion-resize-224\lion-resize-224\00000018_224resized.png,3
455,../Dataset/Data\fox-resize-224\fox-resize-224\00000019_224resized.png,1
456,../Dataset/Data\lion-resize-224\lion-resize-224\00000233_224resized.png,3
457,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000130_224resized.png,4
458,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000269_224resized.png,5
459,../Dataset/Data\fox-resize-224\fox-resize-224\00000015_224resized.png,1
460,../Dataset/Data\lion-resize-224\lion-resize-224\00000116_224resized.png,3
461,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000034_224resized.png,5
462,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000205_224resized.png,2
463,../Dataset/Data\lion-resize-224\lion-resize-224\00000398_224resized.png,3
464,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000140_224resized.png,5
465,../Dataset/Data\lion-resize-224\lion-resize-224\00000394_224resized.png,3
466,../Dataset/Data\fox-resize-224\fox-resize-224\00000265_224resized.png,1
467,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000406_224resized.png,5
468,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000282_224resized.png,4
469,../Dataset/Data\lion-resize-224\lion-resize-224\00000184_224resized.png,3
470,../Dataset/Data\lion-resize-224\lion-resize-224\00000234_224resized.png,3
471,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000404_224resized.png,0
472,../Dataset/Data\lion-resize-224\lion-resize-224\00000566_224resized.png,3
473,../Dataset/Data\fox-resize-224\fox-resize-224\00000177_224resized.png,1
474,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000104_224resized.png,2
475,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000003_224resized.png,2
476,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000398_224resized.png,0
477,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000472_224resized.png,0
478,../Dataset/Data\lion-resize-224\lion-resize-224\00000309_224resized.png,3
479,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000052_224resized.png,0
480,../Dataset/Data\fox-resize-224\fox-resize-224\00000002_224resized.png,1
481,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000153_224resized.png,2
482,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000489_224resized.png,0
483,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000443_224resized.png,2
484,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000371_224resized.png,0
485,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000316_224resized.png,4
486,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000106_224resized.png,4
487,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000595_224resized.png,0
488,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000271_224resized.png,5
489,../Dataset/Data\lion-resize-224\lion-resize-224\00000257_224resized.png,3
490,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000484_224resized.png,0
491,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000055_224resized.png,2
492,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000499_224resized.png,4
493,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000505_224resized.png,2
494,../Dataset/Data\fox-resize-224\fox-resize-224\00000067_224resized.png,1
495,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000108_224resized.png,4
496,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000283_224resized.png,5
497,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000128_224resized.png,2
498,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000258_224resized.png,2
499,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000179_224resized.png,0
500,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000272_224resized.png,0
501,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000534_224resized.png,0
502,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000468_224resized.png,5
503,../Dataset/Data\lion-resize-224\lion-resize-224\00000035_224resized.png,3
504,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000450_224resized.png,2
505,../Dataset/Data\fox-resize-224\fox-resize-224\00000049_224resized.png,1
506,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000506_224resized.png,2
507,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000512_224resized.png,5
508,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000424_224resized.png,5
509,../Dataset/Data\fox-resize-224\fox-resize-224\00000087_224resized.png,1
510,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000334_224resized.png,2
511,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000247_224resized.png,0
512,../Dataset/Data\lion-resize-224\lion-resize-224\00000266_224resized.png,3
513,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000376_224resized.png,5
514,../Dataset/Data\lion-resize-224\lion-resize-224\00000076_224resized.png,3
515,../Dataset/Data\lion-resize-224\lion-resize-224\00000298_224resized.png,3
516,../Dataset/Data\lion-resize-224\lion-resize-224\00000017_224resized.png,3
517,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000199_224resized.png,5
518,../Dataset/Data\lion-resize-224\lion-resize-224\00000155_224resized.png,3
519,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000016_224resized.png,5
520,../Dataset/Data\fox-resize-224\fox-resize-224\00000006_224resized.png,1
521,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000423_224resized.png,0
522,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000465_224resized.png,5
523,../Dataset/Data\lion-resize-224\lion-resize-224\00000123_224resized.png,3
524,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000370_224resized.png,4
525,../Dataset/Data\lion-resize-224\lion-resize-224\00000494_224resized.png,3
526,../Dataset/Data\fox-resize-224\fox-resize-224\00000383_224resized.png,1
527,../Dataset/Data\fox-resize-224\fox-resize-224\00000354_224resized.png,1
528,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000132_224resized.png,0
529,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000165_224resized.png,2
530,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000393_224resized.png,0
531,../Dataset/Data\fox-resize-224\fox-resize-224\00000043_224resized.png,1
532,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000593_224resized.png,0
533,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000148_224resized.png,0
534,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000307_224resized.png,5
535,../Dataset/Data\lion-resize-224\lion-resize-224\00000346_224resized.png,3
536,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000050_224resized.png,0
537,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000331_224resized.png,4
538,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000019_224resized.png,5
539,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000018_224resized.png,5
540,../Dataset/Data\fox-resize-224\fox-resize-224\00000080_224resized.png,1
541,../Dataset/Data\fox-resize-224\fox-resize-224\00000112_224resized.png,1
542,../Dataset/Data\lion-resize-224\lion-resize-224\00000176_224resized.png,3
543,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000508_224resized.png,2
544,../Dataset/Data\lion-resize-224\lion-resize-224\00000247_224resized.png,3
545,../Dataset/Data\fox-resize-224\fox-resize-224\00000479_224resized.png,1
546,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000063_224resized.png,2
547,../Dataset/Data\lion-resize-224\lion-resize-224\00000313_224resized.png,3
548,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000157_224resized.png,2
549,../Dataset/Data\lion-resize-224\lion-resize-224\00000518_224resized.png,3
550,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000144_224resized.png,2
551,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000306_224resized.png,0
552,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000109_224resized.png,4
553,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000108_224resized.png,0
554,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000319_224resized.png,0
555,../Dataset/Data\lion-resize-224\lion-resize-224\00000126_224resized.png,3
556,../Dataset/Data\fox-resize-224\fox-resize-224\00000172_224resized.png,1
557,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000261_224resized.png,5
558,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000187_224resized.png,4
559,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000456_224resized.png,0
560,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000182_224resized.png,2
561,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000059_224resized.png,5
562,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000250_224resized.png,0
563,../Dataset/Data\fox-resize-224\fox-resize-224\00000410_224resized.png,1
564,../Dataset/Data\fox-resize-224\fox-resize-224\00000161_224resized.png,1
565,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000126_224resized.png,4
566,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000038_224resized.png,2
567,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000359_224resized.png,2
568,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000143_224resized.png,5
569,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000009_224resized.png,0
570,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000355_224resized.png,4
571,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000443_224resized.png,4
572,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000192_224resized.png,2
573,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000072_224resized.png,5
574,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000092_224resized.png,0
575,../Dataset/Data\lion-resize-224\lion-resize-224\00000519_224resized.png,3
576,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000291_224resized.png,2
577,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000324_224resized.png,4
578,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000345_224resized.png,0
579,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000326_224resized.png,0
580,../Dataset/Data\fox-resize-224\fox-resize-224\00000048_224resized.png,1
581,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000076_224resized.png,5
582,../Dataset/Data\fox-resize-224\fox-resize-224\00000044_224resized.png,1
583,../Dataset/Data\lion-resize-224\lion-resize-224\00000092_224resized.png,3
584,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000097_224resized.png,5
585,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000178_224resized.png,0
586,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000094_224resized.png,0
587,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000015_224resized.png,5
588,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000080_224resized.png,4
589,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000296_224resized.png,4
590,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000288_224resized.png,5
591,../Dataset/Data\fox-resize-224\fox-resize-224\00000033_224resized.png,1
592,../Dataset/Data\lion-resize-224\lion-resize-224\00000190_224resized.png,3
593,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000356_224resized.png,4
594,../Dataset/Data\lion-resize-224\lion-resize-224\00000205_224resized.png,3
595,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000022_224resized.png,4
596,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000078_224resized.png,0
597,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000123_224resized.png,5
598,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000050_224resized.png,5
599,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000004_224resized.png,0
600,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000090_224resized.png,4
601,../Dataset/Data\lion-resize-224\lion-resize-224\00000103_224resized.png,3
602,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000508_224resized.png,5
603,../Dataset/Data\lion-resize-224\lion-resize-224\00000071_224resized.png,3
604,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000110_224resized.png,5
605,../Dataset/Data\lion-resize-224\lion-resize-224\00000077_224resized.png,3
606,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000221_224resized.png,4
607,../Dataset/Data\lion-resize-224\lion-resize-224\00000316_224resized.png,3
608,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000063_224resized.png,5
609,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000019_224resized.png,0
610,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000263_224resized.png,2
611,../Dataset/Data\lion-resize-224\lion-resize-224\00000124_224resized.png,3
612,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000017_224resized.png,5
613,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000237_224resized.png,2
614,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000145_224resized.png,4
615,../Dataset/Data\lion-resize-224\lion-resize-224\00000156_224resized.png,3
616,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000266_224resized.png,0
617,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000326_224resized.png,2
618,../Dataset/Data\lion-resize-224\lion-resize-224\00000192_224resized.png,3
619,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000221_224resized.png,5
620,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000390_224resized.png,4
621,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000132_224resized.png,5
622,../Dataset/Data\fox-resize-224\fox-resize-224\00000371_224resized.png,1
623,../Dataset/Data\lion-resize-224\lion-resize-224\00000135_224resized.png,3
624,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000007_224resized.png,4
625,../Dataset/Data\fox-resize-224\fox-resize-224\00000257_224resized.png,1
626,../Dataset/Data\lion-resize-224\lion-resize-224\00000067_224resized.png,3
627,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000383_224resized.png,5
628,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000345_224resized.png,4
629,../Dataset/Data\lion-resize-224\lion-resize-224\00000115_224resized.png,3
630,../Dataset/Data\fox-resize-224\fox-resize-224\00000212_224resized.png,1
631,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000273_224resized.png,4
632,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000129_224resized.png,2
633,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000208_224resized.png,2
634,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000225_224resized.png,5
635,../Dataset/Data\lion-resize-224\lion-resize-224\00000299_224resized.png,3
636,../Dataset/Data\fox-resize-224\fox-resize-224\00000262_224resized.png,1
637,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000205_224resized.png,0
638,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000263_224resized.png,0
639,../Dataset/Data\lion-resize-224\lion-resize-224\00000129_224resized.png,3
640,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000184_224resized.png,5
641,../Dataset/Data\lion-resize-224\lion-resize-224\00000562_224resized.png,3
642,../Dataset/Data\lion-resize-224\lion-resize-224\00000314_224resized.png,3
643,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000507_224resized.png,5
644,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000142_224resized.png,4
645,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000394_224resized.png,4
646,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000078_224resized.png,2
647,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000360_224resized.png,4
648,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000172_224resized.png,5
649,../Dataset/Data\lion-resize-224\lion-resize-224\00000381_224resized.png,3
650,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000386_224resized.png,5
651,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000038_224resized.png,4
652,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000367_224resized.png,4
653,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000369_224resized.png,2
654,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000219_224resized.png,2
655,../Dataset/Data\fox-resize-224\fox-resize-224\00000224_224resized.png,1
656,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000315_224resized.png,5
657,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000041_224resized.png,4
658,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000117_224resized.png,0
659,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000424_224resized.png,2
660,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000119_224resized.png,2
661,../Dataset/Data\fox-resize-224\fox-resize-224\00000391_224resized.png,1
662,../Dataset/Data\lion-resize-224\lion-resize-224\00000142_224resized.png,3
663,../Dataset/Data\lion-resize-224\lion-resize-224\00000185_224resized.png,3
664,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000056_224resized.png,5
665,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000308_224resized.png,0
666,../Dataset/Data\fox-resize-224\fox-resize-224\00000062_224resized.png,1
667,../Dataset/Data\lion-resize-224\lion-resize-224\00000100_224resized.png,3
668,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000230_224resized.png,5
669,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000081_224resized.png,4
670,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000169_224resized.png,2
671,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000294_224resized.png,0
672,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000394_224resized.png,5
673,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000420_224resized.png,5
674,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000357_224resized.png,0
675,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000247_224resized.png,4
676,../Dataset/Data\lion-resize-224\lion-resize-224\00000357_224resized.png,3
677,../Dataset/Data\fox-resize-224\fox-resize-224\00000394_224resized.png,1
678,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000098_224resized.png,0
679,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000189_224resized.png,0
680,../Dataset/Data\fox-resize-224\fox-resize-224\00000093_224resized.png,1
681,../Dataset/Data\lion-resize-224\lion-resize-224\00000158_224resized.png,3
682,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000471_224resized.png,0
683,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000149_224resized.png,4
